	37_10_Double.KDKO_r1	37_10_MSN24.KO_r3	37_10_MSN24.KO_r1	37_10_Double.KDKO_r3	37_10_MSN24.KO_r2	37_10_Double.KDKO_r2	37_10_HSF1.KD_r1	37_10_Wildtype_r3	37_10_Wildtype_r1	37_10_HSF1.KD_r3	37_10_Wildtype_r2	37_10_HSF1.KD_r2
YOR046C	1361	995	886	1608	717	1152	1313	449	410	605	351	1298
YOR047C	117	86	97	106	77	137	334	429	142	95	116	355
YOR048C	389	352	391	434	286	369	311	139	132	175	113	406
YOR049C	158	89	116	226	77	180	751	347	284	793	135	523
YOR050C	13	6	16	14	8	34	19	13	8	19	1	10
YOR051C	464	354	333	642	272	485	571	289	211	255	161	562
YOR052C	235	1039	716	255	569	187	1032	1349	650	1040	588	2294
YOR053W	1	1	2	2	0	4	0	1	4	0	0	2
YOR054C	470	258	351	320	336	430	1133	529	446	547	322	861
YOR055W	2	2	8	3	6	4	3	5	3	6	2	7
YOR056C	105	32	35	83	26	101	81	17	25	41	13	97
YOR057W	195	170	176	163	185	155	249	185	108	125	63	245
YOR058C	214	250	211	223	202	249	305	271	154	141	98	280
YOR059C	262	382	248	378	221	206	170	114	91	159	88	372
YOR060C	84	159	58	153	41	55	43	5	19	62	17	110
YOR061W	423	316	396	460	295	380	359	191	180	234	267	830
YOR062C	79	74	68	85	94	101	243	111	67	102	76	361
YOR063W	17293	9781	14073	18369	9938	15159	18025	7989	8972	13389	4989	18993
YOR064C	121	142	82	169	47	70	98	17	27	60	35	131
YOR065W	9604	4554	9697	8058	7545	9891	23221	14656	8632	13617	7116	24160
YOR066W	772	464	821	816	738	917	2181	2446	773	1121	940	2305
YOR067C	810	958	948	1416	834	963	896	603	439	721	254	928
YOR068C	0	2	0	0	0	0	1	0	2	0	0	0
YOR069W	538	483	393	519	355	503	545	406	218	287	270	900
YOR070C	781	734	1099	720	836	708	2162	2673	976	1067	671	1888
YOR071C	738	304	723	559	656	809	1308	835	422	651	240	727
YOR072W	41	35	60	49	35	45	56	53	43	34	25	62
YOR072W-A	23	10	15	21	14	21	42	24	12	18	4	27
YOR072W-B	0	0	0	0	0	0	0	0	0	0	0	0
YOR073W	265	176	165	260	141	239	375	129	105	137	72	306
YOR073W-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR074C	517	340	434	363	445	401	565	197	197	181	159	464
YOR075W	47	133	49	139	35	40	42	20	8	33	17	89
YOR076C	227	337	230	392	162	248	251	153	108	152	112	386
YOR077W	48	55	21	59	36	27	14	2	6	26	13	52
YOR078W	45	26	11	44	3	23	17	5	2	6	3	28
YOR079C	88	179	95	198	78	69	67	29	16	47	20	109
YOR080W	117	171	60	156	52	87	90	27	43	67	26	111
YOR081C	1075	715	1337	1546	963	1309	2769	3684	1301	1889	902	2620
YOR082C	3	3	1	2	0	2	1	0	0	0	1	0
YOR083W	115	70	149	88	134	111	247	111	116	121	85	176
YOR084W	602	240	671	343	566	456	1239	282	476	617	288	683
YOR085W	2397	2761	4217	3195	3557	3073	3957	7021	2420	2795	2159	4334
YOR086C	860	572	787	854	665	759	2462	1618	1200	1815	664	2386
YOR087W	1113	1136	1275	1076	848	610	1182	421	523	767	235	979
YOR089C	585	432	417	346	397	442	510	144	212	414	346	1225
YOR090C	573	443	591	716	494	588	1214	933	546	758	420	1253
YOR091W	533	129	141	425	105	398	376	116	87	178	82	470
YOR092W	378	345	469	449	408	469	943	928	424	637	262	659
YOR093C	427	407	389	578	331	413	514	300	178	314	180	532
YOR094W	164	154	89	158	110	118	91	31	29	76	44	181
YOR095C	45	7	14	72	4	49	38	3	7	21	1	37
YOR096W	1138	1358	1033	1919	733	793	723	283	350	612	222	1140
YOR097C	89	60	39	55	46	25	106	12	15	60	28	89
YOR098C	847	392	599	780	509	953	1322	816	481	538	285	952
YOR099W	2688	2391	2727	3332	2235	2399	1873	802	970	1914	549	2536
YOR100C	127	123	167	169	141	128	164	60	87	273	99	294
YOR101W	80	65	40	101	25	36	78	23	20	51	27	144
YOR102W	0	1	0	0	0	0	0	0	0	0	1	1
YOR103C	85	305	107	270	66	46	49	30	22	54	32	98
YOR104W	41	44	31	40	35	19	20	15	7	14	3	37
YOR105W	5	22	7	17	4	8	6	5	4	5	4	22
YOR106W	97	128	65	135	76	110	145	133	46	76	82	329
YOR107W	62	20	13	43	13	45	52	12	15	22	45	156
YOR108C-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR108W	2636	452	1203	1691	772	1576	3129	232	567	527	77	510
YOR109W	765	582	863	841	781	818	2411	1438	929	1034	473	1409
YOR110W	156	250	148	308	132	138	281	156	111	262	133	489
YOR111W	106	129	71	117	87	73	54	42	43	74	35	190
YOR112W	747	833	826	1197	629	752	1105	1242	408	520	229	909
YOR113W	437	460	542	568	480	491	1147	1448	490	658	434	1090
YOR114W	120	78	92	127	75	112	360	261	93	139	85	235
YOR115C	82	134	51	96	61	84	63	31	35	33	24	109
YOR116C	648	195	328	618	228	494	581	93	171	246	53	329
YOR117W	867	1238	1030	851	1007	515	550	276	412	525	390	966
YOR118W	88	97	61	145	46	85	95	74	37	84	22	137
YOR119C	50	27	15	43	10	22	68	33	22	93	28	131
YOR120W	248	261	205	386	191	284	1679	1967	770	3757	2464	8240
YOR121C	97	92	97	87	123	99	356	136	91	100	18	186
YOR122C	1542	1820	1734	1801	1625	1365	1215	1019	714	1545	840	2705
YOR123C	269	302	178	356	141	201	249	93	87	140	108	384
YOR124C	820	1082	984	1056	807	790	1453	1233	756	1176	568	2216
YOR125C	133	69	84	101	65	76	143	71	54	101	58	218
YOR126C	520	373	522	421	447	355	806	277	259	346	242	763
YOR127W	424	318	287	454	182	293	523	341	167	255	114	445
YOR128C	1208	1290	1123	1412	833	929	656	478	335	589	313	1143
YOR129C	341	253	246	378	254	402	535	248	183	202	129	468
YOR130C	135	92	98	97	84	100	72	20	32	69	37	155
YOR131C	356	567	275	490	333	333	418	185	187	316	272	738
YOR132W	666	717	735	752	725	703	1686	1231	716	951	810	1743
YOR133W	4	2	6	5	1	2	6	5	2	3	0	4
YOR134W	4	25	3	17	10	9	108	271	30	202	105	354
YOR135C	1	0	0	0	2	1	1	0	0	0	0	0
YOR136W	7955	7846	8447	11937	6578	8680	20014	13163	8098	15607	6530	23166
YOR137C	269	251	250	327	220	271	693	742	273	547	166	710
YOR138C	186	196	262	195	220	175	340	169	161	276	118	334
YOR139C	4	3	2	3	2	0	7	6	3	6	3	9
YOR140W	944	382	815	783	734	1003	1695	1030	451	618	453	1413
YOR141C	546	535	595	573	462	586	781	732	388	427	303	1068
YOR142W	1717	2051	2368	2632	1828	1539	2564	1941	1263	2600	862	2951
YOR142W-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR142W-B	0	0	0	0	0	0	0	0	0	0	0	0
YOR143C	88	70	37	107	30	46	37	33	11	19	18	80
YOR144C	210	162	136	200	159	218	243	197	128	90	58	251
YOR145C	224	55	33	187	33	152	99	33	17	45	28	188
YOR146W	0	0	1	3	0	0	0	1	0	0	0	4
YOR147W	175	230	98	248	88	134	140	127	71	164	85	346
YOR148C	22	46	12	22	11	12	13	3	5	4	2	17
YOR149C	508	635	751	831	708	727	837	1040	374	569	317	959
YOR150W	201	369	135	364	114	64	76	22	23	84	45	188
YOR151C	1183	1219	983	1560	964	1041	973	477	455	695	361	1228
YOR152C	251	523	347	512	321	319	419	385	211	397	173	564
YOR153W	17463	11047	18687	18579	12877	15151	15079	5180	6043	7422	2510	8523
YOR154W	114	155	88	140	92	112	68	27	33	41	43	141
YOR155C	407	523	481	471	500	363	416	230	269	493	239	853
YOR156C	355	305	414	362	375	393	623	731	284	268	237	561
YOR157C	1422	2102	2287	1551	2088	1157	1536	1317	954	1095	1190	2398
YOR158W	231	481	200	440	153	181	204	153	70	182	130	604
YOR159C	25	34	19	53	16	16	19	1	5	14	16	52
YOR160W	764	420	506	876	453	772	1473	1066	690	1116	319	1471
YOR161C	1388	1517	2406	1691	2020	1287	16790	12442	8488	16074	8260	15605
YOR161C-C	3	3	6	5	5	6	15	12	9	3	1	5
YOR161W-A	0	0	0	0	1	0	0	0	0	0	0	0
YOR161W-B	8	7	16	7	7	5	1	1	0	1	0	2
YOR162C	389	350	456	409	414	338	835	953	401	516	277	785
YOR163W	301	497	302	360	382	275	473	233	187	285	300	936
YOR164C	172	325	114	327	121	130	116	58	44	120	30	171
YOR165W	162	329	157	346	99	113	89	24	43	73	34	154
YOR166C	354	370	215	397	205	292	245	132	92	174	130	504
YOR167C	1951	1538	1783	2223	1201	1264	3070	552	990	1243	595	1938
YOR168W	1184	534	587	1234	426	894	1365	382	574	912	293	1353
YOR169C	9	3	4	16	8	5	8	1	4	2	1	6
YOR170W	0	0	0	0	0	0	0	0	0	0	0	0
YOR171C	760	836	811	985	628	861	925	1129	524	680	588	1785
YOR172W	376	334	310	466	262	326	351	133	147	236	126	462
YOR173W	83	49	51	63	54	74	3160	1748	1105	4262	1966	7926
YOR174W	262	330	200	348	207	249	171	78	80	162	113	338
YOR175C	425	726	728	795	545	579	593	852	406	669	327	821
YOR176W	1142	1208	1402	1490	1121	1141	2950	3874	1622	2977	1587	4824
YOR177C	32	53	25	72	24	28	63	60	21	33	26	113
YOR178C	38	45	26	121	15	102	6696	12244	1921	9051	1613	8224
YOR179C	33	66	48	81	22	32	36	4	12	51	22	65
YOR180C	141	51	92	105	71	157	325	236	109	166	50	239
YOR181W	1149	442	1707	1225	1391	1767	6816	4094	2504	2858	1471	2593
YOR182C	25	66	18	92	16	17	31	1	3	15	16	18
YOR183W	3	1	0	4	2	1	3	1	0	3	0	0
YOR184W	1521	1500	1242	1930	976	1357	877	477	315	478	262	1058
YOR185C	55	267	99	201	82	64	287	342	138	465	373	1088
YOR186C-A	0	0	0	0	0	0	1	0	0	0	0	0
YOR186W	5	3	6	12	2	3	45	49	17	51	50	63
YOR187W	3887	3279	4017	5424	3020	3342	3472	2031	1908	4669	1793	7045
YOR188W	578	390	516	549	531	785	869	714	341	314	300	662
YOR189W	84	89	45	80	68	43	69	33	10	31	28	95
YOR190W	44	43	19	44	10	19	45	15	15	12	2	29
YOR191W	199	263	176	246	137	142	228	97	70	126	73	224
YOR192C	58	57	83	128	69	74	79	57	49	104	70	171
YOR192C-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR192C-B	0	0	0	0	1	0	0	0	0	0	0	0
YOR192C-C	0	0	0	0	0	0	0	0	0	0	0	0
YOR193W	121	256	125	179	112	112	136	111	74	73	95	203
YOR194C	195	235	130	158	129	164	208	148	88	109	105	371
YOR195W	87	128	81	104	72	72	72	37	28	31	42	88
YOR196C	251	197	189	212	140	109	121	20	43	100	44	169
YOR197W	1468	642	1758	943	1611	1745	3639	2198	1659	1403	1113	2337
YOR198C	2069	2686	2092	4080	1474	2563	2819	2590	1137	1595	1386	3385
YOR199W	0	1	0	0	0	0	0	0	0	0	0	1
YOR200W	0	0	1	1	0	0	0	0	0	0	0	0
YOR201C	449	197	212	442	173	321	267	83	86	190	127	462
YOR202W	653	364	313	733	314	530	396	142	129	270	160	630
YOR203W	33	13	22	39	14	12	29	3	4	12	6	15
YOR204W	4526	3824	6712	4412	5081	3784	4281	1861	2809	2690	1748	4530
YOR205C	587	277	257	687	209	564	712	433	216	363	181	929
YOR206W	204	26	32	221	20	163	102	16	11	28	7	119
YOR207C	492	209	211	511	143	446	311	109	159	197	60	421
YOR208W	846	935	868	1109	868	1054	1709	2686	822	1020	984	3132
YOR209C	1406	1137	1062	1826	1045	1606	1419	727	582	906	416	1784
YOR210W	276	390	176	512	112	192	216	24	50	98	59	257
YOR211C	267	293	244	442	182	210	274	159	128	252	120	376
YOR212W	293	196	136	285	132	225	281	131	89	148	64	301
YOR213C	252	312	230	399	208	278	128	50	68	108	59	245
YOR214C	0	3	2	5	1	0	3	0	0	5	3	6
YOR215C	142	281	123	232	90	89	256	74	84	228	132	641
YOR216C	227	273	146	261	129	168	193	59	66	88	79	241
YOR217W	466	455	381	586	316	368	416	145	187	254	119	510
YOR218C	0	0	0	1	0	0	0	0	0	0	0	0
YOR219C	606	577	656	791	529	659	1468	1694	637	795	445	1328
YOR220W	502	540	484	518	527	646	1392	2663	758	1159	1171	2717
YOR221C	1694	1857	2025	2281	1988	1964	2712	3542	1142	1343	1549	3834
YOR222W	247	246	229	526	142	152	177	39	56	127	25	126
YOR223W	127	141	127	173	94	73	126	90	49	126	67	211
YOR224C	1733	639	996	1832	916	1670	1786	741	537	923	546	1755
YOR225W	0	0	1	0	0	0	0	0	0	0	0	1
YOR226C	502	546	428	816	416	449	514	287	170	311	270	708
YOR227W	1668	1225	1878	2252	1394	2064	7308	9021	3217	4086	1963	5712
YOR228C	376	271	526	351	342	271	1434	446	549	906	385	1244
YOR229W	73	54	41	82	48	39	66	9	14	39	20	71
YOR230W	6440	5012	7541	7824	6423	7286	14358	9101	7510	12452	6795	21004
YOR231C-A	1	0	0	1	1	1	12	3	1	6	1	3
YOR231W	769	306	641	758	503	872	1976	1174	712	840	485	1346
YOR232W	413	681	262	604	267	241	280	162	133	216	171	551
YOR233W	270	174	230	234	181	244	349	238	139	108	129	230
YOR234C	151	117	71	186	76	95	70	27	22	47	33	85
YOR235W	1	0	0	1	0	2	2	1	0	1	0	0
YOR236W	88	99	66	116	67	90	82	45	42	50	48	184
YOR237W	15	7	4	9	4	4	12	3	2	7	2	8
YOR238W	172	287	121	233	126	111	137	140	62	65	72	210
YOR239W	550	507	419	560	350	444	387	147	168	253	161	630
YOR241W	445	238	319	383	251	352	429	168	167	220	143	452
YOR242C	8	6	0	11	0	4	4	0	1	4	0	1
YOR243C	239	73	61	275	51	215	152	23	29	59	33	190
YOR244W	201	244	148	255	117	155	140	49	63	75	68	265
YOR245C	104	186	134	229	120	140	197	315	122	252	152	422
YOR246C	662	199	436	348	321	306	494	46	165	219	52	294
YOR247W	5358	2171	9080	4264	8761	7787	12422	14826	5279	4200	3620	4264
YOR248W	40	34	56	60	52	22	59	12	13	18	13	21
YOR249C	130	136	114	136	102	85	131	95	61	93	57	172
YOR250C	445	435	425	513	419	408	460	265	214	332	287	732
YOR251C	499	480	464	624	359	380	590	436	264	458	212	838
YOR252W	57	33	18	59	19	27	28	5	7	17	10	67
YOR253W	28	40	29	62	17	17	44	8	10	22	6	24
YOR254C	1649	1193	1118	1992	1081	1499	1110	677	493	948	404	1522
YOR255W	5	1	0	4	0	1	2	1	1	1	1	2
YOR256C	319	372	341	415	293	292	366	369	199	334	192	429
YOR257W	188	165	105	135	119	113	88	26	36	74	62	184
YOR258W	31	77	21	69	21	25	50	23	16	27	18	76
YOR259C	1370	1791	1452	1144	1527	923	1633	532	821	919	498	1652
YOR260W	1100	480	839	1060	680	1316	2465	1065	786	778	448	1259
YOR261C	149	732	258	323	218	123	124	79	93	101	112	291
YOR262W	47	86	58	85	50	31	35	13	20	17	23	60
YOR263C	0	0	0	0	0	0	0	0	1	2	0	0
YOR264W	548	654	583	746	375	364	468	205	166	250	183	595
YOR265W	134	251	163	145	144	130	176	89	70	69	84	254
YOR266W	267	227	204	219	185	195	236	113	86	136	103	449
YOR267C	690	2594	3083	912	2791	781	3030	7686	3147	1793	1667	2586
YOR268C	1	1	2	1	0	2	1	0	2	0	0	0
YOR269W	87	56	102	133	65	102	86	68	63	68	38	108
YOR270C	1411	1853	1813	2838	1363	1791	2006	1485	1206	1968	586	1829
YOR271C	1797	806	1861	1184	1427	1376	2137	638	911	799	471	1425
YOR272W	260	44	96	258	68	310	236	76	73	87	24	223
YOR273C	1340	698	1088	1367	1130	1531	15139	5205	6249	10118	1905	7772
YOR274W	62	91	57	106	42	63	47	21	19	34	16	69
YOR275C	452	574	388	622	305	363	566	462	244	402	204	900
YOR276W	283	332	207	475	206	233	192	109	84	166	106	384
YOR277C	0	0	0	0	0	0	0	0	0	0	0	0
YOR278W	285	256	282	295	267	283	350	247	121	219	93	561
YOR279C	78	124	61	88	69	92	77	42	33	50	73	153
YOR280C	443	318	382	306	371	327	483	294	193	234	174	569
YOR281C	81	156	61	158	47	88	65	18	30	56	26	150
YOR282W	0	0	0	0	0	0	0	0	0	0	0	0
YOR283W	137	162	75	210	69	115	47	8	16	65	45	173
YOR284W	133	163	90	146	106	115	107	23	39	72	25	134
YOR285W	470	726	465	668	422	352	889	1027	379	927	670	1960
YOR286W	662	602	560	724	454	516	917	335	308	543	304	1242
YOR287C	26	2	0	23	0	9	9	1	0	2	2	11
YOR288C	1161	873	694	1434	588	922	1605	1243	465	1131	402	1999
YOR289W	98	212	73	201	89	98	144	159	63	321	150	1051
YOR290C	974	802	1017	1042	898	906	1655	1323	752	1017	554	1729
YOR291W	826	321	556	757	426	674	2386	1262	1156	1457	514	2133
YOR292C	77	153	114	159	87	69	279	186	143	319	140	470
YOR293C-A	1	0	0	0	0	0	0	0	0	1	0	0
YOR293W	159	222	144	330	122	153	168	94	53	95	72	232
YOR294W	27	4	3	45	3	36	3	1	1	5	6	37
YOR295W	27	13	12	29	14	12	20	3	6	8	4	28
YOR296W	176	241	147	309	145	182	202	105	93	149	57	251
YOR297C	1065	799	988	1592	770	1183	1811	942	590	954	377	1554
YOR298C-A	408	2733	2280	435	1548	168	658	329	873	659	639	731
YOR298W	20	8	10	11	14	15	14	9	7	8	1	20
YOR299W	883	1573	1686	1154	1591	983	999	955	868	978	892	1835
YOR300W	13	11	29	7	9	3	19	11	8	11	0	9
YOR301W	599	612	1143	817	774	739	965	761	455	473	308	660
YOR302W	5	5	6	13	5	12	13	11	9	5	5	10
YOR303W	3820	2437	4251	3995	3624	4171	5389	4285	2544	2862	1535	4021
YOR304C-A	20	54	32	102	14	26	32	2	3	21	6	31
YOR304W	279	289	221	269	178	265	271	147	132	158	96	343
YOR305W	321	435	189	482	177	269	175	56	55	135	65	318
YOR306C	284	356	399	328	391	313	313	92	187	219	105	291
YOR307C	337	402	353	672	269	421	478	520	285	423	232	660
YOR308C	85	51	43	71	33	63	135	54	48	54	25	142
YOR309C	113	49	50	362	66	301	207	35	59	85	31	204
YOR310C	548	136	122	761	131	434	315	42	86	183	28	337
YOR311C	965	920	1052	1413	845	992	969	330	439	684	301	1007
YOR312C	612	829	453	916	391	510	321	229	158	263	138	704
YOR313C	15	18	6	27	2	13	10	1	0	4	0	5
YOR314W	1	1	0	3	1	0	1	0	0	0	0	1
YOR314W-A	1	0	0	0	0	0	0	0	0	1	0	0
YOR315W	552	472	386	891	292	478	231	38	56	52	42	116
YOR316C	2441	1649	2582	2630	2079	2580	3606	2022	1474	2378	1180	3665
YOR316C-A	92	35	75	79	56	70	121	22	43	60	12	60
YOR317W	3070	2654	2993	3836	2841	3105	5011	2895	2414	5857	1970	8006
YOR318C	22	10	19	16	11	14	16	7	7	6	1	11
YOR319W	135	193	94	166	103	116	56	46	44	70	34	144
YOR320C	324	614	365	535	341	352	216	209	123	189	89	368
YOR321W	862	810	1198	977	1073	925	828	394	459	640	323	801
YOR322C	782	823	1025	1159	823	983	898	971	514	630	507	1210
YOR323C	471	435	378	544	344	349	395	127	234	405	127	446
YOR324C	340	286	341	382	271	300	252	214	144	195	144	486
YOR325W	1	0	3	0	0	0	2	2	2	3	0	1
YOR326W	763	877	787	1114	616	635	630	270	324	481	213	551
YOR327C	156	237	74	178	66	61	102	31	20	49	40	141
YOR328W	473	461	554	567	506	458	689	188	299	439	155	566
YOR329C	483	352	591	623	564	719	2197	3309	889	1011	739	1481
YOR329W-A	16	11	14	23	4	11	15	4	8	11	2	21
YOR330C	339	401	410	485	390	343	427	217	217	356	161	560
YOR331C	1	0	0	0	1	0	0	0	0	0	0	0
YOR332W	1873	3011	1917	2696	1850	1521	3561	1159	1153	1849	1222	3458
YOR333C	0	0	0	0	0	0	0	0	0	0	0	1
YOR334W	213	124	120	302	108	185	279	171	71	155	94	412
YOR335C	1437	889	1329	1645	973	1165	1171	303	589	723	240	886
YOR335W-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR336W	424	561	458	663	431	387	390	189	162	306	124	466
YOR337W	355	275	294	523	199	330	345	162	134	163	117	387
YOR338W	2	9	6	5	2	3	21	3	5	11	25	84
YOR339C	0	4	1	4	0	1	0	0	1	0	2	2
YOR340C	180	20	24	211	13	168	115	17	22	32	9	122
YOR341W	807	170	303	938	212	702	770	94	197	252	30	249
YOR342C	468	152	164	821	107	479	608	160	90	283	98	631
YOR343C	75	31	88	58	88	90	191	197	87	169	136	299
YOR343W-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR343W-B	1	0	3	2	1	2	1	3	0	2	0	2
YOR344C	906	1769	1518	1202	1033	785	1139	1626	800	386	721	1856
YOR345C	2	1	1	3	0	2	23	11	9	18	1	19
YOR346W	152	87	72	157	75	140	101	39	46	46	23	101
YOR347C	300	225	273	358	312	412	4598	3227	1971	4478	2671	6914
YOR348C	6240	1696	5736	2507	4096	2717	8803	3196	2570	6125	1883	5311
YOR349W	560	342	511	724	394	825	1314	881	512	658	247	803
YOR350C	187	211	194	235	165	212	144	88	102	121	54	278
YOR351C	3	1	1	0	2	0	1	1	1	2	0	8
YOR352W	177	224	200	238	192	171	332	559	177	216	190	597
YOR353C	429	411	310	472	331	489	381	275	193	304	220	715
YOR354C	734	753	585	992	517	676	812	703	325	650	394	1284
YOR355W	1543	917	1209	2506	916	1900	3432	2407	1061	1510	794	2786
YOR356W	810	564	538	873	450	575	571	128	227	426	170	730
YOR357C	186	301	120	213	111	96	108	39	40	95	69	257
YOR358W	320	270	288	270	244	201	705	125	142	318	216	728
YOR359W	183	17	31	264	29	252	293	82	37	60	83	403
YOR360C	434	547	392	885	333	407	554	298	193	476	205	901
YOR361C	1342	648	729	1663	550	1159	1695	499	586	836	207	1078
YOR362C	849	1199	1364	775	1039	548	797	628	535	527	558	1207
YOR363C	403	437	411	521	380	443	891	1053	417	531	381	993
YOR364W	2	3	1	3	0	1	1	3	0	6	0	3
YOR365C	6	5	12	11	5	6	6	0	3	8	2	10
YOR366W	6	4	1	5	2	6	2	3	4	4	1	3
YOR367W	84	188	83	166	65	79	83	70	41	76	63	240
YOR368W	48	112	48	93	35	35	20	13	19	26	13	63
YOR369C	560	633	329	1099	238	239	182	28	51	192	48	220
YOR370C	2092	1337	1489	2556	1108	2185	2175	1574	846	1301	662	2554
YOR371C	633	454	692	619	540	697	1160	851	464	447	299	900
YOR372C	621	506	559	723	556	765	1440	1459	525	662	702	1702
YOR373W	710	515	846	635	752	754	967	790	493	372	243	647
YOR374W	1172	2765	2487	2038	2116	933	6871	7157	4800	12564	4923	13569
YOR375C	12420	6877	11458	9188	8537	8902	6818	3730	3251	4739	2334	7376
YOR376W	0	0	0	1	0	0	1	0	0	0	0	3
YOR376W-A	97	101	83	97	86	72	169	97	64	181	99	326
YOR377W	393	170	366	270	282	349	1430	657	548	800	237	1002
YOR378W	131	41	122	70	83	100	309	83	151	143	40	133
YOR379C	5	4	4	10	8	11	4	10	1	6	3	9
YOR380W	475	264	603	455	534	658	1037	906	527	910	436	1117
YOR381W	289	164	259	283	210	311	263	96	161	236	56	236
YOR381W-A	1	0	0	0	0	0	1	1	2	2	0	0
YOR382W	158	105	120	246	126	216	349	487	120	470	238	867
YOR383C	522	220	707	469	626	630	1988	2918	796	1139	927	1728
YOR384W	25	3	10	15	4	12	44	10	12	33	6	25
YOR385W	154	96	88	142	75	105	182	81	68	97	37	188
YOR386W	59	85	44	60	48	39	124	135	65	134	92	301
YOR387C	3	1	0	2	0	5	0	12	0	0	2	1
YOR388C	0	0	0	0	0	0	0	0	0	0	0	0
YOR389W	9	7	6	10	11	7	12	10	4	8	4	7
YOR390W	1	2	2	0	1	0	1	0	0	0	0	1
YOR391C	0	0	0	0	0	0	0	0	0	0	0	0
YOR392W	0	0	0	0	0	0	0	1	0	0	0	1
YOR393W	0	0	0	0	0	0	0	0	0	0	0	0
YOR394C-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR394W	0	0	0	0	0	0	0	0	0	0	0	0
YOR396C-A	0	0	0	0	0	0	0	0	0	0	0	0
YOR396W	0	0	0	0	0	0	0	0	0	0	0	0
YPL001W	275	532	223	423	208	180	196	41	48	109	75	315
YPL002C	41	77	35	67	36	16	22	12	14	25	5	54
YPL003W	250	340	262	419	215	230	453	230	218	568	138	660
YPL004C	3333	5866	4414	6026	3800	3061	14711	15350	7769	17885	10998	32863
YPL005W	108	480	256	131	263	90	98	93	73	76	106	195
YPL006W	747	719	927	982	743	719	2084	1191	983	1998	691	2421
YPL007C	258	284	243	282	253	271	354	315	127	189	121	405
YPL008W	465	343	340	461	313	451	521	213	210	264	130	579
YPL009C	294	372	287	394	277	326	425	189	150	218	130	422
YPL010W	230	453	206	539	172	153	211	59	63	194	73	257
YPL011C	256	236	163	315	132	219	264	120	105	128	63	395
YPL012W	221	21	29	230	18	226	136	25	14	32	9	81
YPL013C	120	86	31	106	37	42	55	7	7	38	33	104
YPL014W	446	371	694	483	702	747	8506	9933	1982	6184	1552	7611
YPL015C	788	485	1117	520	941	642	2954	1444	1438	2513	479	2736
YPL016W	424	315	474	483	397	501	1025	817	410	406	170	518
YPL017C	76	39	88	75	63	69	1326	525	503	1216	377	1044
YPL018W	124	69	124	99	120	90	142	28	47	28	22	43
YPL019C	636	580	409	847	454	586	575	283	259	452	186	791
YPL020C	207	274	244	268	156	187	227	134	126	117	107	339
YPL021W	2	0	0	0	0	1	0	0	0	0	0	1
YPL022W	251	350	243	332	186	217	246	128	124	189	91	329
YPL023C	768	568	705	728	572	450	742	169	349	648	236	968
YPL024W	122	74	45	117	42	51	45	7	8	37	2	44
YPL025C	39	9	33	23	23	43	38	1	5	15	5	21
YPL026C	308	253	268	339	210	353	399	105	72	120	143	621
YPL027W	13	8	6	5	5	10	1	0	0	0	1	4
YPL028W	5959	3183	5703	4076	4950	3024	2578	441	1207	1474	511	1656
YPL029W	296	215	245	263	218	270	308	133	159	239	157	550
YPL030W	334	131	173	372	144	351	450	116	104	147	90	407
YPL031C	394	390	460	558	441	420	554	813	294	445	359	946
YPL032C	1123	2074	2265	1865	2007	1492	2217	2402	1079	877	678	1543
YPL033C	2	4	0	0	1	1	0	0	1	0	0	3
YPL034W	35	128	54	82	54	46	36	18	21	27	15	77
YPL035C	0	0	1	0	0	0	1	0	0	0	0	2
YPL036W	206	81	170	170	116	157	405	107	124	206	66	228
YPL037C	1435	1576	1014	1972	889	780	1411	390	370	903	557	1596
YPL038W	135	83	71	87	65	70	144	96	44	55	45	117
YPL038W-A	6	3	3	1	1	1	6	3	2	5	1	4
YPL039W	28	30	14	34	19	11	17	14	6	28	20	60
YPL040C	328	266	264	459	221	272	342	202	170	287	144	541
YPL041C	388	256	400	407	375	396	1064	377	317	392	169	577
YPL042C	594	359	344	508	333	412	679	262	229	355	155	723
YPL043W	113	2	7	71	3	42	40	3	3	18	4	60
YPL044C	8	1	5	6	1	17	10	9	4	6	2	19
YPL045W	81	132	83	172	68	79	104	20	30	69	36	108
YPL046C	25	52	23	55	5	22	13	3	4	23	7	34
YPL047W	19	55	21	104	37	42	14	4	6	32	12	26
YPL048W	3954	2083	5427	3215	4309	3728	8605	2440	4004	6088	2849	6646
YPL049C	1801	975	1835	1669	1435	1679	3861	2129	1420	1761	1566	3563
YPL050C	838	915	566	1214	471	603	430	275	180	315	110	653
YPL051W	23	77	27	38	17	15	11	7	8	10	10	38
YPL052W	54	185	70	78	98	49	27	7	18	8	58	159
YPL053C	205	375	220	380	153	139	125	52	44	87	54	160
YPL054W	17	32	39	34	30	21	130	291	53	87	59	201
YPL055C	430	372	483	437	367	377	688	444	237	241	275	623
YPL056C	272	45	271	107	194	280	883	384	347	248	143	278
YPL057C	1264	1158	1600	1826	1267	1470	2101	1543	1001	1523	667	2087
